passenger1Id,passenger2Id,numberOfFlightsTogether
4425,4411,4
2600,1598,4
4467,4473,4
2285,2252,6
2471,2408,5
2404,2492,4
9368,9330,4
10076,9394,4
9383,5867,4
2651,1493,4
8662,4158,4
2473,2450,4
10086,10036,5
376,1021,5
366,1044,4
719,382,4
1057,362,5
749,313,4
4687,12311,4
2946,1361,4
69,68,4
13957,1568,4
12473,9179,4
7502,5175,5
7949,1399,5
6939,7124,5
3448,5198,4
3107,7727,4
8592,7727,4
8990,1597,5
3223,3090,7
7074,4338,5
4137,10799,4
12351,10446,5
9993,9527,4
12088,12173,6
3292,8890,4
10605,12323,6
5007,183,4
5754,13561,5
5754,1769,5
8552,5634,6
10938,5111,4
11587,183,4
7194,6733,4
183,6293,4
183,2069,4
9994,13163,4
2964,13249,5
7555,4770,6
2788,11572,5
184,6016,5
9718,9760,4
11837,11871,4
2185,2119,4
2126,2131,4
632,3113,4
2162,2122,4
3177,2181,6
2111,2119,4
482,5411,4
2710,5082,4
2783,915,7
5410,5486,4
4353,5402,4
5431,5486,4
5414,5481,4
5495,5440,4
5456,5439,4
5481,5464,6
5412,5404,6
4017,1696,5
915,4052,6
1337,4066,5
5426,5491,4
5421,5401,7
8200,8116,4
8198,8167,4
5432,5496,4
5409,5401,4
1730,1126,4
2642,4492,4
1173,3615,5
4584,3275,4
6987,3851,5
4188,5031,4
4188,8194,4
2108,7679,4
1762,1064,4
4728,4580,5
10016,7076,4
5132,8912,4
4010,728,4
4247,5510,4
8594,12273,4
3465,5416,5
10024,1822,4
8365,264,4
1822,9714,4
809,831,4
882,848,4
852,866,5
8375,8307,5
7793,7778,4
2528,2563,4
9893,10283,5
9522,5533,6
9443,5319,4
3752,4645,4
14701,14703,5
14059,8359,4
14761,14769,4
14776,14793,4
7913,4670,4
14728,14796,4
14795,14787,4
3275,5533,4
4366,356,4
6618,6613,5
2262,2207,4
2230,2219,5
2290,2226,6
2264,2235,4
6515,6519,4
3527,3295,7
9557,5287,5
10596,10149,5
8664,2713,6
5848,3128,4
4969,6809,8
6368,9684,4
3439,5572,5
1693,2560,4
2570,2568,5
2521,2539,6
1288,1240,5
9761,4467,4
3958,2097,4
4496,9063,5
3570,3512,5
12881,4854,6
716,4034,5
11535,4854,5
7680,13280,4
4370,2251,4
3123,3307,4
10110,2441,4
9676,9648,4
4933,9665,4
3439,5672,4
4270,7131,4
4329,5672,4
9696,9630,4
5972,5996,4
816,3414,4
989,5991,5
10328,9385,5
10022,10089,8
637,3867,4
1673,1747,6
11730,11767,5
11014,5925,4
9111,9114,4
1740,10652,5
10023,9445,4
8909,3962,4
10908,8271,5
2150,2127,4
4165,2068,4
7335,8961,4
8243,11290,4
4506,4551,4
11171,7832,5
6591,435,5
5613,8871,4
2968,961,4
4346,4373,4
11353,4576,4
3573,4253,5
11360,11361,4
14025,14051,4
7153,855,4
3589,4274,4
10873,9223,4
11863,1149,4
1300,421,4
3508,9482,4
6016,6047,7
6047,6017,6
6465,6410,4
3367,3309,6
1254,2825,4
1505,8596,5
8679,4430,4
13731,11834,5
10685,12841,4
6045,6032,5
4945,4554,8
1108,1819,4
5793,2869,4
4849,6177,4
5942,4964,4
218,3167,5
724,3414,4
2183,603,4
6475,6701,4
5080,5747,4
6833,4990,4
5964,6853,4
6075,1884,6
5993,5769,5
5494,5706,4
5788,6869,5
4969,4412,7
6039,1884,6
6814,5706,4
6864,5761,5
3576,4607,7
6809,2759,5
6854,6874,6
6825,6824,5
6825,6858,5
6825,6017,4
6069,6897,4
2759,6824,4
6408,6832,4
5966,5491,4
1475,3243,4
3112,1342,6
13941,13159,4
3249,2130,4
5854,5662,5
3766,167,5
597,585,4
11073,7508,4
3875,1142,4
2437,7825,7
4647,4646,6
4618,4611,4
10238,10069,6
1232,10461,4
10095,6317,5
9395,10460,4
7950,9369,4
10024,5653,4
2062,8684,4
10022,7983,4
6114,7510,4
7902,9331,4
12362,1311,4
3447,5403,5
3754,2967,4
11171,9615,4
1410,264,5
1424,11509,4
7087,7010,4
6981,14023,4
4376,4396,4
10395,9073,4
6717,6739,4
3517,2406,4
8826,920,5
12568,12516,4
12558,12559,4
12544,12574,4
2065,3021,6
2793,2728,5
4674,4904,4
3907,3964,4
4690,4957,5
2509,2767,4
3492,4646,4
1586,5009,4
391,4212,4
391,3920,4
2403,1651,4
2403,4988,4
3184,5467,4
4914,1572,5
5460,3998,4
5420,1617,4
4593,4430,4
4903,3991,4
2993,2975,4
4317,4357,5
10796,2478,4
9721,210,5
10591,5661,5
3322,8030,4
10719,11803,4
4451,3361,5
10716,11871,4
4682,4190,4
6294,8089,4
2790,5911,4
1244,2939,5
4321,4339,5
5819,2939,4
1053,8068,6
6122,8196,4
10795,11350,4
8777,12981,4
3479,3410,4
3438,3483,4
1056,673,4
7471,7450,4
1740,15126,4
15113,15112,5
15153,15114,4
288,3772,4
757,5404,4
9930,9365,4
8351,8704,4
5676,5667,4
7662,8209,6
3169,1677,4
8190,6745,4
4421,1635,4
8353,6745,4
7086,9426,4
962,4057,4
917,2825,4
2464,3694,4
10266,4853,4
9263,4827,4
1045,8105,4
9786,4541,4
2723,8105,4
869,6777,4
2650,1585,4
4941,5101,4
9462,9451,4
8958,8945,5
8984,8935,4
7716,8986,4
4109,744,4
2743,4344,4
3551,1268,6
13472,13445,4
8752,8798,4
2911,979,5
9043,10067,4
9288,6803,4
3309,9305,4
1111,528,4
7392,5347,4
871,7862,4
3589,8290,6
262,258,5
8030,8023,4
6310,10048,4
8759,8710,4
9376,9258,4
14777,14797,5
1371,3930,4
11686,11687,4
7951,1029,4
8024,23,4
8703,919,4
993,10780,4
993,1323,6
6409,3665,5
2595,5295,4
2225,6954,5
7123,8594,5
5226,5295,4
12557,12542,7
141,2405,5
3563,2315,5
2221,912,5
2935,126,4
2458,972,4
1387,1330,5
1358,1347,4
2407,3635,5
912,3678,4
2441,2965,4
1330,2977,5
3577,3554,5
8158,8363,5
5423,9069,5
3356,6580,4
10325,7860,5
8048,10368,5
3741,1917,6
4552,9834,6
5910,3632,4
13557,7902,4
12516,10767,7
12553,10767,4
10004,13636,4
5414,11527,4
10573,9152,4
9369,13627,4
11871,6001,4
4966,2686,4
5355,5377,4
7676,1831,5
9409,9973,4
4769,1160,5
1419,1160,4
913,6202,4
1951,1942,4
1992,1971,4
1918,1971,6
1917,1990,4
5356,11057,4
9629,11719,4
5079,4085,4
11745,2323,4
11753,2323,4
792,724,6
792,758,5
762,704,7
751,703,5
1942,1947,4
792,730,6
730,706,7
7196,7193,4
10502,10584,4
9818,9819,4
8411,8399,5
6013,5734,5
1562,11939,4
8195,8444,4
10975,2097,4
4632,4967,6
5606,5690,5
2937,5935,4
7680,1797,4
4832,2569,4
8227,7765,4
202,4440,4
1532,6867,4
5777,4904,4
2533,908,4
9703,760,7
10382,1431,5
10382,10196,5
8579,10509,4
9174,6323,5
1413,9977,6
58,3041,7
7373,2201,6
8171,8546,4
8197,3998,4
290,3998,4
6478,5233,4
1641,7220,6
6633,4366,4
3220,7118,5
11855,2976,5
366,1545,4
3157,1649,4
670,2565,5
3642,494,4
5738,2501,4
3466,7246,4
5007,1401,5
4591,4359,7
5571,2323,4
1502,1545,4
7866,4468,6
3679,3631,4
5702,5755,4
5764,5718,4
5792,5773,6
5724,5734,7
5761,5706,9
11158,11121,4
11200,11130,4
11128,11129,4
11148,11106,4
11196,11119,4
11183,11187,4
11137,11118,4
11188,11153,4
11131,11127,4
11150,11121,4
11161,11103,4
11121,11169,4
1972,8301,4
2925,13416,4
13045,6036,4
1138,8102,5
1482,8102,5
10960,10548,4
13195,3957,5
3601,10439,4
12006,2693,4
704,360,6
5788,5737,4
5773,5701,4
11163,11140,4
11138,11174,4
11121,11130,6
11194,11127,4
11136,11145,4
851,899,4
5139,822,4
3729,3756,4
3754,813,4
813,868,4
5171,5146,4
4626,1472,4
4237,5001,4
4245,5066,4
4897,5318,4
7538,4473,4
7538,4404,5
1291,4613,4
2072,7733,4
2642,3115,4
11027,11001,5
11073,11074,6
4597,11044,4
9268,10967,5
10449,10428,6
968,1211,6
2760,1034,7
1844,204,4
1288,1250,5
1250,435,5
1608,435,4
3015,2869,7
1154,1149,4
4875,11213,5
8434,13620,4
2147,656,4
4313,8749,4
3925,7696,4
10115,2755,5
10389,10313,6
10310,2625,5
10310,10306,4
2625,281,4
3502,2785,4
7902,12204,4
2625,3554,4
243,208,5
1031,354,8
615,1084,5
6486,4200,4
701,467,4
2982,3975,4
4178,4142,4
4105,860,4
7392,5418,4
2381,2379,4
1946,7149,5
7550,2905,4
7476,853,4
8212,7429,4
9791,11542,4
86,11529,4
12435,12452,4
11483,11273,4
4903,4939,4
9283,9223,4
10779,10795,5
10718,4700,4
10709,10767,4
10709,10796,4
2231,484,5
10772,10796,4
7560,2336,6
5330,2024,5
10756,10719,4
7209,4034,9
10767,10791,4
10786,10788,4
10751,10710,4
9700,2090,5
10799,2945,4
3064,2336,5
8006,11683,4
3407,5037,4
1849,1637,5
10703,10712,5
10482,10431,4
10482,10425,4
10404,10469,4
10452,10417,5
10405,10403,4
11347,8265,4
2608,1581,4
3994,3902,4
3933,1066,4
3989,3901,4
3988,3902,4
3924,1576,5
3941,3980,8
1269,1287,6
3932,1236,4
4360,4304,4
4397,4350,4
10408,10474,4
10454,10424,4
10462,10472,4
2667,1587,4
1960,4716,4
2272,3312,4
5123,5132,4
8135,2526,4
2526,272,4
7379,3650,5
4011,4059,7
2100,4543,4
7605,3278,6
9336,4897,5
317,350,4
1429,7418,4
14650,14691,4
14719,14792,4
308,355,5
3524,2245,4
2655,2573,5
2440,2409,4
9327,9326,4
9327,9330,4
9400,9391,4
5081,9935,4
6382,6036,4
1493,8690,5
2472,2480,4
1045,701,5
1045,1023,5
1021,1056,5
385,1007,4
727,313,5
740,355,4
360,772,4
313,1044,4
511,2032,4
3609,1831,4
4769,1183,4
9072,1030,5
7624,2684,7
13819,13900,5
9280,1112,4
1611,7124,4
3401,3486,4
3455,5120,5
3107,9781,4
4209,4150,4
9764,9725,4
9784,9786,5
6365,6583,4
4147,9318,4
11886,11885,4
7200,6027,4
7200,4112,4
4755,356,4
2994,4685,4
11587,5111,5
183,356,8
2964,13296,5
10244,712,4
8758,481,4
8057,3897,4
663,3148,4
2165,2116,4
3118,2158,4
2141,2142,4
2158,2190,4
2729,5055,4
2729,5042,4
928,5481,5
2783,4353,6
4016,1464,5
4309,4053,6
5446,5421,4
5435,5431,6
5435,5421,6
4316,2759,12
4353,5467,4
407,4388,8
5414,5412,6
5486,5443,6
5486,5451,4
4053,5464,6
4011,1464,8
5490,4009,5
1314,1482,7
5477,5464,4
4395,1482,5
3141,1699,5
1422,1394,4
5431,5477,4
5471,5491,4
5496,5421,4
2290,1833,4
3106,4113,4
3615,1933,5
371,614,4
10023,6987,4
4584,400,4
1309,2411,4
6987,2514,5
6522,7706,5
1404,863,4
4728,4010,4
4121,4364,4
8879,8827,4
241,888,4
5132,8194,4
5132,728,4
3275,210,4
860,10880,4
3271,3349,4
3412,4031,4
882,846,4
14209,14225,4
8326,7331,4
9623,2563,4
2528,622,5
9693,622,5
10784,6805,4
14752,14786,4
14752,14756,4
14786,14779,4
1460,12908,5
14756,14759,4
7800,11239,4
2218,2283,4
1401,9370,4
1790,1771,5
2269,2227,4
2268,2300,4
3451,11126,5
3896,7833,5
829,7368,4
8948,8988,5
5867,8631,4
5359,5572,5
5540,3226,5
9511,7657,4
1693,274,6
2510,2576,5
4650,11256,4
4650,3029,8
6974,1076,4
8323,4484,5
1863,1351,4
4854,11600,6
2676,2669,4
288,11296,4
3599,3550,4
7744,12850,4
7288,4370,4
10972,1775,4
4455,688,4
8803,8014,5
5799,8591,5
1266,2518,4
9664,9610,5
9679,5096,4
5652,9660,4
9672,7131,4
5672,4553,4
3145,271,4
283,229,4
5964,5954,7
5978,5991,4
368,690,4
2325,1914,4
1351,4032,5
13878,6400,5
5942,5961,4
3609,121,4
10095,5748,6
9955,4917,4
6471,8128,5
11280,8128,5
3802,10509,4
9964,9500,4
11767,7319,8
5920,10908,4
13276,4711,5
7643,7638,4
9385,9493,5
3831,3858,4
7832,1563,5
951,994,5
4387,4090,5
7089,2910,4
3573,11359,4
13839,13885,4
8959,8933,4
8225,9258,4
7153,10841,4
10128,3627,4
2234,10850,4
3589,5538,4
3627,9482,4
6073,6041,4
247,603,5
6529,6447,6
855,1505,6
10576,10833,5
9386,3090,5
3889,13781,4
8046,8041,4
3940,1617,5
1108,3492,4
4671,681,4
1966,4130,4
1613,6418,5
3676,2422,4
3405,364,6
3475,724,4
3188,3167,5
3151,2183,4
3114,2175,4
218,247,5
12340,10954,6
969,5438,4
2993,5481,4
2993,6893,4
2993,6063,4
2993,4607,4
6064,5440,6
6839,6848,5
6878,2717,4
6016,6897,4
2717,6827,4
4969,3544,8
6869,6814,5
5500,6827,4
5500,5769,4
6864,3544,6
3576,6008,4
4990,2759,6
5977,6836,4
6866,5954,4
6866,6001,4
5761,5443,5
6049,5491,6
5966,6889,4
6889,3544,5
6874,6469,4
2068,3503,4
8836,1828,5
10616,3243,4
7017,4366,4
3809,8116,4
6069,6824,4
515,578,4
8504,4785,4
578,1447,4
10398,565,4
7579,920,4
7327,4972,4
2906,7825,4
4655,4668,5
4675,4671,5
9062,10227,5
293,212,5
605,624,4
6317,4675,6
9725,5162,6
6111,5748,4
5044,2223,4
1864,2705,4
6622,1129,4
7222,1129,4
7903,6554,5
7043,7077,4
5953,5746,4
4092,4329,5
3668,2260,5
5885,5370,4
4264,4212,5
1444,4632,4
1592,1598,4
2509,5420,5
3861,2596,6
3184,443,4
5025,4212,4
4552,4903,5
6027,3991,4
3861,3404,4
3842,3843,4
925,935,4
2952,2974,5
3380,3332,5
6294,8461,5
4627,1789,5
6380,11627,4
7682,7825,4
11948,5021,4
4945,5021,4
10310,8030,4
11876,3361,4
11276,10234,4
5021,10764,4
10234,382,4
10716,11817,4
7001,3432,4
5547,4398,4
6299,8259,4
2886,8461,6
6824,4253,4
10574,6905,4
5741,4118,4
6950,6906,4
3157,3146,4
448,442,4
628,3451,4
3174,3159,4
290,221,4
6932,7430,5
3512,12587,4
15179,15167,4
695,677,5
6372,1265,4
5685,5676,4
8158,3950,4
901,2326,4
8289,7662,5
4468,625,6
3292,5482,4
8209,1677,6
606,7602,4
5411,1230,4
6786,7602,4
10238,12210,4
6522,2519,5
172,2378,5
3512,4260,4
1828,2755,4
3921,641,4
1100,1024,4
8810,1767,5
9790,4554,4
7713,8513,4
7713,4554,4
8599,3242,4
8958,8983,5
8979,8995,7
4109,794,5
794,4169,4
13432,13414,4
227,7159,4
4072,4384,5
12248,6923,4
4744,3679,4
2231,3594,4
4184,8307,4
7859,7827,4
7776,2303,4
119,112,4
1362,453,4
3477,3418,4
7711,9280,4
13896,6400,4
2581,2631,4
1386,12544,4
8375,7810,4
4279,4276,4
7373,8257,5
8050,4430,4
1254,9380,4
12159,739,4
1225,12437,4
12801,12878,4
8256,8236,4
4798,7832,4
1015,6357,4
7832,1182,5
1208,3590,9
2185,10975,8
2310,4978,4
1561,5226,4
1718,1172,4
2932,972,6
2935,2273,4
2498,2910,4
2273,2236,7
2273,3577,4
8158,7243,8
2973,9441,4
905,8461,5
7505,8363,5
12586,1064,4
3875,12553,4
13462,9599,4
4972,5240,7
4972,13636,4
4070,9152,5
13265,2204,4
5769,9749,4
7127,10763,4
11607,5895,4
3680,1451,6
698,14075,4
3637,4765,5
1730,1246,5
1922,1916,4
1960,1913,4
1994,1950,4
2859,11753,4
1533,3233,5
9685,11723,4
719,739,5
761,740,6
5307,5332,4
1970,1986,4
1973,1988,4
759,730,6
727,774,7
3837,4846,7
7160,6328,4
5304,10196,4
269,2851,7
8411,8040,5
7507,4802,4
7801,8040,6
6013,8195,5
9752,11939,4
3677,11957,5
4955,11923,4
8579,7671,4
8004,5055,5
7671,2970,5
11028,4529,4
1352,4335,4
8277,8266,4
2569,394,7
5594,5579,4
5414,5549,4
3188,2527,6
1250,935,8
11642,11652,4
9317,5953,4
10536,3416,4
10536,2544,4
1041,5696,7
237,11007,4
3223,2544,6
7098,4217,6
10758,10509,5
7078,7065,4
7623,7617,4
2203,2271,4
568,554,4
2773,8546,4
2773,1325,4
1352,8658,4
5905,6956,4
10206,2765,4
7851,289,4
8505,7446,4
1336,1393,4
5949,5953,4
1208,5911,5
2320,132,5
5143,2068,5
1547,1545,4
226,752,5
1537,1502,4
6921,6975,4
7590,2719,5
1684,2719,5
6720,5370,5
1511,2910,5
3690,3614,4
5945,5903,4
7463,7433,6
5741,5708,6
11158,11140,4
11115,11143,4
11128,11153,4
11196,11175,4
11189,11150,4
11161,11151,4
6576,3435,4
7228,11563,4
10229,8821,5
10960,7612,4
13112,2462,4
7064,7062,4
11553,2985,4
9081,9082,4
5766,5724,4
5798,5724,8
11176,11118,4
11108,11138,4
11153,11136,4
11161,11130,4
11127,11140,4
11136,11132,4
9031,1539,4
843,884,4
895,851,4
4271,4241,4
5010,5092,4
366,7369,4
5304,2543,5
4932,2437,4
6932,1376,4
9859,8803,5
7026,11049,4
407,2776,4
1670,1666,4
5628,7542,4
13819,13830,6
6900,9532,4
5490,5487,4
5577,5536,5
2482,3472,4
7914,687,4
2062,53,9
2755,53,4
10397,10389,6
7605,10357,5
5482,8269,4
10890,9822,4
7191,5653,6
628,1617,6
9069,9019,4
8121,4483,4
2660,536,5
1143,4398,4
1544,8604,4
6940,1998,5
4692,2656,4
1774,6580,4
1946,683,4
2162,6572,4
384,7593,4
12403,12438,4
10016,12452,4
11322,12486,4
3823,4415,4
10406,9922,4
6899,375,4
212,8887,4
10779,10737,5
10778,10767,8
8262,1637,6
10704,10791,5
10771,10720,5
2354,10791,5
3618,8729,5
7560,1822,9
7898,2345,5
9700,3187,5
10731,191,4
61,3064,6
61,2945,6
9699,1637,6
8299,2476,4
10453,10430,4
10486,10485,5
10437,10434,4
10418,10445,5
10452,10416,5
328,3860,4
7661,8350,4
3529,2046,4
9721,6743,8
12028,12012,4
3959,1024,4
3949,3932,4
1598,1569,5
4355,4308,5
10456,10492,4
10408,10464,4
10496,10430,5
10496,10431,4
10467,10447,4
2530,2870,4
2747,4716,4
1691,1624,4
6752,5867,4
6752,5592,8
8517,485,4
10396,9466,4
8411,6100,9
2973,10346,5
7799,10334,4
7373,9271,6
4294,803,4
2392,2957,4
9653,7002,4
1200,8116,4
10653,8196,4
4493,4464,5
4403,4418,4
3582,3532,6
10046,846,4
5007,5081,5
5530,7076,6
7677,7076,6
12233,12294,4
2486,2476,4
2414,2402,4
366,1051,4
368,706,4
768,362,5
1001,797,4
385,758,4
315,1053,4
3609,3255,4
12792,12800,4
9234,8218,4
2100,5962,4
2992,2537,4
4209,5905,4
2601,6160,7
369,2692,6
6339,6396,5
163,1083,4
6338,2379,5
12377,10446,4
798,6027,4
993,3220,4
993,10326,5
2807,42,4
13284,8057,5
10938,5212,5
7194,9974,4
1591,13571,6
3319,712,4
11807,11857,4
3752,4319,4
2116,2162,4
2116,2144,4
2114,2111,4
2189,2154,4
2140,2119,4
5494,4025,5
5446,5414,4
5498,5408,4
5435,5486,4
4316,1818,5
5459,5406,4
5486,5466,4
1371,4395,7
5429,5483,4
2969,1696,6
4009,4388,6
2939,1666,6
8149,8105,6
1730,1701,4
4815,2559,4
5289,5212,4
10037,1296,4
10037,4364,4
371,4318,4
10023,1138,4
10023,4269,4
7809,7679,4
4188,1064,4
2108,210,4
4823,241,4
5031,4121,5
7677,4789,4
10016,888,4
9659,3275,4
2522,11870,5
1403,3316,5
1872,1398,4
4612,4648,4
1347,755,4
4638,4606,4
816,809,5
6666,7073,4
9443,9399,4
905,4496,6
3409,1526,4
14754,14779,4
14070,1992,4
14703,14787,4
14787,14782,4
2169,3235,4
2254,2225,4
2247,2273,5
2261,2206,5
11162,4540,4
2206,2207,4
6506,6548,4
258,233,5
8686,8609,4
6890,171,4
11610,3660,4
7187,3660,5
7187,9403,4
5632,12787,4
3680,2778,5
1151,3194,4
9901,3128,4
13657,13668,9
3169,2514,4
293,2600,4
293,1300,5
443,1645,4
299,3180,6
1005,1220,4
398,1299,5
5459,4650,4
11272,11271,5
783,9997,4
3595,3592,5
2391,11940,4
7975,10149,4
8025,10989,5
3519,3503,5
9859,2441,4
6054,848,4
6263,9822,4
5303,53,4
9642,9618,5
3439,4270,4
4270,9618,4
9669,9675,5
300,9602,4
471,425,4
1643,2544,8
5901,5917,5
5912,5972,4
3758,3741,4
11212,7591,4
693,604,4
2026,2486,4
3689,139,4
3653,2440,4
10095,1747,7
11400,6208,4
2054,1673,5
6208,8128,6
3316,9427,4
11180,8704,4
5920,4711,4
3865,3815,4
4534,3887,4
2486,119,4
3518,9709,5
1394,2969,4
17,11353,5
7059,2910,4
14074,14022,4
10110,9252,4
8225,3611,5
10806,9282,6
4347,4354,5
10267,8679,5
7502,8679,4
139,12587,4
10585,12587,5
5356,1819,4
1863,2457,4
1863,4496,4
6486,6484,4
675,1016,4
5343,4876,4
9112,9118,5
4517,7528,4
3490,763,4
746,3483,4
3198,263,5
9177,9107,4
746,3440,4
12381,12352,4
184,5481,4
6833,5720,4
6833,2294,4
5964,1619,5
6872,438,4
4674,6839,4
4674,6075,6
6064,5966,4
5494,5788,4
5494,6001,6
6898,6817,6
4316,4990,6
4316,4481,4
5788,6017,4
2717,4607,6
6071,6885,4
2734,5724,5
4412,6854,4
6847,6866,5
6077,4481,4
6077,5724,4
6077,1884,6
3576,6001,6
6866,6830,5
1865,6858,4
1884,5769,4
6096,5769,4
10267,3112,4
4293,1342,4
10616,10661,6
12175,9688,4
10212,4366,4
4614,4665,6
4671,4665,7
10570,2505,4
419,7242,6
1423,1836,4
1004,1681,4
605,646,4
7191,8653,5
2062,4713,5
6114,2458,5
7510,10460,4
8368,9127,5
4713,6471,4
6208,6111,4
5162,7271,6
3542,2223,4
9562,1311,4
3963,3572,5
11101,7515,4
2415,1437,4
2856,11143,5
638,10871,4
9077,9661,4
5604,5691,5
7067,7075,4
7051,7068,4
9682,9700,4
9300,9217,4
4394,4398,4
3829,1637,4
1818,1020,4
1266,2910,5
3535,3661,4
9249,9240,4
4294,7778,4
12516,12559,4
12558,12598,4
2809,2803,4
12537,12578,4
12578,12508,4
4682,4957,4
1884,2728,4
4945,3937,4
391,5460,4
4656,3572,4
4967,4430,4
4914,4069,4
1572,2596,5
5467,3404,4
5055,3937,4
5055,6092,4
10740,11472,4
2747,11472,4
932,935,4
2914,2957,4
998,989,4
1423,1454,4
6326,1097,4
6031,4957,5
4161,1424,4
4881,2519,4
10778,9951,4
582,7560,5
9951,7837,4
5021,5277,4
10767,1056,4
5096,11874,4
8406,10785,4
1032,11883,5
12883,1988,4
6823,4399,4
5766,6447,5
4700,5989,5
6100,5596,4
1868,1878,4
3490,3493,4
5304,8268,4
7437,2620,4
839,1048,4
1308,3794,5
3186,613,4
7163,5538,4
5656,5699,4
8132,975,5
663,6796,5
8289,4249,4
5423,6786,4
4468,3093,5
5505,1208,5
7820,8190,6
606,95,4
7618,7770,4
7629,441,4
7872,5566,5
5411,5566,4
2926,3330,5
8998,2960,4
7879,8979,4
8893,6777,4
7162,9755,4
10129,9540,4
1825,1142,4
3345,2430,4
8928,8931,4
8936,7831,4
8945,8914,4
4109,4344,4
13163,11652,4
4394,4307,4
8223,2125,4
9713,4410,4
13564,13264,4
9540,2875,4
7894,2383,4
375,1052,5
12002,12088,4
2816,7862,4
11561,11224,4
5016,10484,4
12746,12797,4
1133,524,4
7780,4335,4
258,2065,5
3223,3078,6
127,135,4
4252,4267,4
9376,3367,4
1097,2065,4
11513,2702,4
14777,14768,4
5789,7866,8
6097,4431,4
3093,5979,4
7746,2450,4
5731,3930,5
1955,391,5
1029,3307,6
9324,11680,4
9988,360,4
6084,1293,4
953,9063,4
6428,7493,4
5336,3528,4
1470,10847,4
4927,8901,4
8679,5982,5
3587,2909,5
2221,920,4
1343,3648,4
2263,1330,4
1358,1321,5
2407,3678,5
3681,2295,4
3603,2223,4
2236,2222,6
1321,3678,4
3679,3624,5
2223,1384,4
3286,5546,7
7643,9069,5
13138,13168,4
6944,8514,4
12570,10767,4
4972,11593,5
6616,7902,4
9369,9321,8
3943,10250,4
4993,2412,6
3941,443,5
7726,7745,4
5307,5396,5
3255,3357,6
3255,1246,5
9885,9465,4
2000,1919,4
4275,11796,4
10658,1500,4
10938,5732,4
760,729,5
734,721,6
5312,5342,4
1961,1911,5
1967,1933,4
731,747,5
716,772,9
7122,3078,6
7160,4020,4
2134,432,4
707,5515,5
2185,10431,5
2185,8040,4
9751,7737,5
5256,9441,4
4514,8040,4
11930,8579,4
12243,1352,4
11546,11548,5
11285,9829,5
266,3553,4
1606,1617,4
2471,5647,5
5611,3426,5
5692,5696,5
2747,4854,4
1532,3421,6
5043,1462,5
3950,7645,6
11667,3020,4
10536,8006,5
4584,7162,4
2174,4364,5
8299,10819,6
7919,10535,4
4056,9777,5
6121,6163,5
1423,4968,6
10460,10493,5
1890,1451,5
7600,3998,4
2534,6478,4
3526,10403,6
4846,8197,4
3093,64,6
3587,399,4
3587,374,4
2635,1545,4
1258,363,4
3642,1436,4
7101,6922,4
3820,1005,6
1607,7502,4
8073,8089,7
3637,3653,5
3629,3612,4
1394,1371,5
11101,11130,4
11109,11174,4
11120,11151,4
11190,11118,4
7376,4524,4
2160,4566,5
13940,6072,4
13943,13970,5
9355,9031,4
1138,9031,4
13851,5681,4
9738,11515,5
8383,199,4
2500,2910,5
7064,11136,5
5711,5735,4
5737,5757,4
11106,11124,4
11130,11157,4
832,805,4
4223,5048,5
4626,4678,4
2277,5098,4
4294,4277,4
4274,4248,4
2511,6030,4
896,5375,5
11714,12929,4
4612,2609,4
9944,9999,5
5232,4881,4
1811,1701,4
1811,7694,4
9810,9868,4
11073,11062,5
11030,11019,4
1677,10368,6
674,2250,4
11027,5958,4
4746,4728,4
7684,6900,4
6900,10988,4
2467,1342,4
5265,769,4
2681,2974,4
1544,1752,4
5310,2288,5
10199,9529,4
6372,1677,4
3418,5584,6
5482,5989,4
3503,8961,4
10740,6815,4
7605,8353,7
2261,11089,4
6978,6385,4
7661,6733,6
10398,10329,4
6372,9089,5
9089,9066,4
9100,9030,4
9042,9007,4
6486,8604,4
701,2124,4
7001,6208,4
1544,7418,5
4135,3743,5
8921,8994,4
4416,7563,4
5978,6580,4
1452,888,4
2773,5440,7
917,6548,4
3823,3513,4
3303,9402,5
8017,9252,4
12539,10496,4
6915,10760,4
9204,9201,4
10779,10786,4
10718,392,4
10704,10770,5
10753,10727,4
4774,2336,5
10762,10751,4
10727,10706,4
10767,10751,4
4202,9700,6
8729,9700,5
10720,10716,4
9700,61,5
9699,5503,6
10705,10728,4
839,11007,4
11642,1378,4
11394,2090,5
4925,4979,4
4988,4947,4
10703,10791,5
10482,10418,4
10476,10452,4
10443,10410,4
2968,1322,7
3466,79,4
3956,6658,4
6089,3067,6
369,1247,5
2655,2697,5
4397,4068,4
4359,4361,6
4073,4043,4
8506,8571,5
10486,10424,4
10424,10494,4
10494,10401,4
9205,8027,4
7545,937,4
1051,1007,6
8230,877,4
8276,5746,5
7605,2857,8
7605,6707,6
6805,6813,5
1389,10334,7
4016,4083,7
4046,4040,5
1762,1342,6
9271,4543,5
376,334,5
7094,7002,7
14650,14690,4
3865,8590,5
10595,11089,4
8196,8590,4
365,337,4
4475,4449,4
4403,4452,4
4417,4465,4
2464,2484,5
8078,9394,4
9791,3077,5
9791,9977,4
9964,9319,4
3077,4158,5
2450,2497,4
366,1021,6
1045,1031,5
334,704,4
1031,382,4
378,1038,4
766,362,4
9828,9833,5
6013,1335,4
4687,6575,6
10899,855,11
12712,12780,5
811,309,4
3495,3428,4
5148,5156,4
1026,5198,5
